Numero de Solicitud,Gerencia,Estado,Fecha AutorizaciOn,Fecha de Cierre Cancelacion,Rango Ponderacion,Puntaje,Esfuerzo,Grupo Principal de Desarrollo,Fecha Asignacion
AST100165,PRODUCTOS,Cerrado,01/06/2017,02/05/2019,Medio Bajo,2.06,,BIP SUCURSALES,
AST100164,CONTADURIA,Prueba,01/06/2015,,Medio Bajo,2.09,,PRESTAMOS,
AST100163,SOPORTE DEL NEGOCIO,Asignado,01/06/2017,,Medio Bajo,2,L,TARJETAS,
AST100162,PROTECCION DE ACTIVOS DE INFORMACION,Cerrado,01/02/2017,01/04/2019,Medio Bajo,2.29,S,INFRAESTRUCTURA Y SERVICIOS,
AST100161,PROCESOS Y ORGANIZACION,Asignado,01/12/2016,,Medio Bajo,2.12,,BIP SUCURSALES,
AST100160,PROCESOS Y ORGANIZACION,Cerrado,01/12/2017,04/07/2018,Medio Bajo,2.12,,BIP SUCURSALES,
AST100159,ANALISIS CREDITICIO,Asignado,01/12/2017,,Medio Bajo,2.15,M,SCORING,
AST100158,SOPORTE DEL NEGOCIO,Asignado,01/06/2017,,Medio Bajo,2.15,L,TARJETAS,
AST100157,PROCESOS Y ORGANIZACION,Cancelado,01/05/2017,03/06/2019,Medio Bajo,2.12,,CONTRATACIONES,
AST100156,SOPORTE DEL NEGOCIO,Asignado,01/05/2017,,Medio Bajo,2.16,XL,COBRANZAS,
AST100155,SOPORTE DEL NEGOCIO,Asignado,01/05/2017,,Medio Bajo,2.16,XL,COBRANZAS,
AST100154,RECUPERO DE DEUDAS,Cerrado,01/10/2017,26/04/2019,Medio Bajo,2.11,,MORA EMERIX,
AST100153,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,01/05/2017,06/04/2018,Medio Bajo,2.3,,INTERNET / MOBILE,
AST100152,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,01/06/2017,15/06/2018,Medio Bajo,2.3,,INTERNET / MOBILE,
AST100151,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,01/07/2017,06/04/2018,Medio Bajo,2.3,,INTERNET / MOBILE,
AST100150,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,01/08/2017,06/04/2018,Medio Bajo,2.3,,INTERNET / MOBILE,
AST100149,PROCESOS Y ORGANIZACION,Asignado,09/11/2017,,Medio Bajo,2.22,,PAQUETES,
AST100148,CONTADURIA,Prueba,01/09/2016,,Medio Bajo,2.33,M,SISTEMA DE GESTION INTERNA,
AST100147,CONTADURIA,Cerrado,01/05/2017,28/11/2018,Medio Bajo,2.33,M,INVENTARIO CENTRALIZADO,
AST100146,CONTADURIA,Cerrado,01/09/2017,04/06/2019,Medio Bajo,2.33,,CUENTAS Y PLAZO FIJO,
AST100145,PROCESOS Y ORGANIZACION,Cancelado,01/07/2017,04/07/2018,Medio Bajo,2.34,,BIP SUCURSALES,
AST100144,RECUPERO DE DEUDAS,Cerrado,01/05/2017,15/05/2018,Medio Bajo,2.26,,TARJETAS,
AST100143,RED COMERCIAL,Desarrollo,01/08/2017,,Medio Bajo,2.37,S,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100142,PROCESOS Y ORGANIZACION,Asignado,01/07/2017,,Medio Bajo,2.3,,PROCAMPO - PACTAR,
AST100141,MERCADO DE CAPITALES,Asignado,01/08/2015,,Medio Bajo,2.3,XL,TITULOS,
AST100140,SOPORTE DEL NEGOCIO,Cancelado,01/04/2015,07/05/2018,Medio Bajo,2.43,,MEDIOS DE PAGOS,
AST100139,SOPORTE DEL NEGOCIO,Cerrado,01/07/2017,16/02/2018,Medio Bajo,2.35,,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100138,MERCADO DE CAPITALES,Cerrado,01/11/2017,07/09/2018,Medio Bajo,2.44,,TITULOS,
AST100137,COMERCIO EXTERIOR,Cerrado,01/11/2017,30/01/2018,Medio Bajo,2.44,,SUCURSALES BACK END,
AST100136,SOPORTE DEL NEGOCIO,Asignado,01/03/2017,,Medio Bajo,2.45,M,ADHESION DE COMERCIOS,
AST100135,ANALISIS CREDITICIO,Cerrado,01/11/2017,15/08/2018,Medio Bajo,2.4,,SISTEMA DE GESTION INTERNA,
AST100134,BANCA INSTITUCIONAL,Asignado,01/07/2017,,Medio Bajo,2.41,,BIP SUCURSALES,
AST100133,CONTADURIA,Asignado,01/01/2017,,Medio Bajo,2.51,,PAGOS Y SERVICIOS,26/08/2019
AST100132,MERCADO DE CAPITALES,Desarrollo,01/11/2017,,Medio Bajo,2.42,L,TITULOS,
AST100131,SOPORTE DEL NEGOCIO,Asignado,01/03/2017,,Medio Bajo,2.53,XL,COBRANZAS,
AST100130,PROCESOS Y ORGANIZACION,Asignado,01/02/2017,,Medio Bajo,2.54,,BIP CANAL,
AST100129,PROCESOS Y ORGANIZACION,Asignado,01/11/2017,,Medio Bajo,2.54,,BIP SUCURSALES,
AST100128,CONTADURIA,Desarrollo,01/08/2015,,Medio Bajo,2.46,XL,TITULOS,
AST100127,CONTADURIA,Cancelado,01/05/2016,13/11/2018,Medio Bajo,2.46,,IMPUESTOS,
AST100126,CONTADURIA,Cancelado,01/10/2016,13/05/2019,Medio Bajo,2.46,,IMPUESTOS,
AST100125,CONTADURIA,Cerrado,01/02/2017,05/04/2019,Medio Bajo,2.46,,IMPUESTOS,
AST100124,CONTADURIA,Cancelado,01/08/2017,13/05/2019,Medio Bajo,2.46,,IMPUESTOS,
AST100123,CONTADURIA,Cancelado,01/09/2017,07/05/2019,Medio Bajo,2.46,,IMPUESTOS,
AST100122,CONTADURIA,Cerrado,01/10/2017,05/04/2018,Medio Bajo,2.46,,IMPUESTOS,
AST100121,MERCADO DE CAPITALES,Cerrado,01/01/2017,07/09/2018,Medio Bajo,2.5,,TITULOS,
AST100120,RED COMERCIAL,Cerrado,01/11/2017,04/07/2019,Medio Bajo,2.64,,BIP SUCURSALES,
AST100119,RED COMERCIAL,Cerrado,01/12/2017,12/07/2019,Medio Bajo,2.64,,BIP SUCURSALES,12/07/2019
AST100118,MERCADO DE CAPITALES,Asignado,01/01/2017,,Medio Bajo,2.48,M,TITULOS,
AST100117,PROCESOS Y ORGANIZACION,Desarrollo,01/01/2017,,Medio Bajo,2.67,XL,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100116,PRODUCTOS,Cancelado,01/09/2017,12/12/2018,Medio Bajo,2.6,,CUENTAS Y PLAZO FIJO,
AST100115,CONTADURIA,En Redefinicion,01/11/2016,,Medio Bajo,2.7,M,TARJETAS,
AST100114,MERCADO DE CAPITALES,Cerrado,01/07/2017,,Medio Bajo,2.62,,TITULOS,
AST100113,RECUPERO DE DEUDAS,Cancelado,01/03/2015,09/08/2019,Medio Bajo,2.64,,MORA EMERIX,
AST100112,MERCADO DE CAPITALES,Asignado,01/01/2016,,Medio Bajo,2.64,L,TITULOS,
AST100111,SOPORTE DEL NEGOCIO,Desarrollo,01/11/2017,,Medio Bajo,2.64,M,PAGOS Y SERVICIOS,
AST100110,PROCESOS Y ORGANIZACION,Desarrollo,01/12/2017,,Medio Bajo,2.76,,BIP SUCURSALES,
AST100109,RECUPERO DE DEUDAS,Asignado,01/07/2015,,Medio Bajo,2.61,,MORA EMERIX,
AST100108,RED COMERCIAL,Cerrado,01/09/2017,23/05/2018,Medio Bajo,2.82,,CONTRATACIONES,
AST100107,BANCA INSTITUCIONAL,Cancelado,01/11/2017,19/06/2019,Medio Bajo,2.74,S,PAGOS Y SERVICIOS,
AST100106,GESTION DE RIESGOS,Asignado,01/06/2017,,Medio Alto,3.04,L,A2180,
AST100105,PROCESOS Y ORGANIZACION,Asignado,01/09/2017,,Medio Bajo,2.86,,PAQUETES,
AST100104,PRODUCTOS,Asignado,01/07/2017,,Medio Bajo,2.87,M,PAGOS Y SERVICIOS,09/08/2019
AST100103,PROCESOS Y ORGANIZACION,Cerrado,01/06/2017,24/09/2019,Medio Bajo,2.91,S,CUENTAS Y PLAZO FIJO,
AST100102,PROCESOS Y ORGANIZACION,Asignado,01/12/2017,,Medio Bajo,2.86,,BIP SUCURSALES,
AST100101,PRODUCTOS,Asignado,01/11/2015,,Medio Bajo,2.87,,BIP CANAL,
AST100100,SOPORTE DEL NEGOCIO,Cerrado,01/11/2017,22/01/2018,Medio Bajo,2.96,,PAGOS Y SERVICIOS,
AST100099,ASUNTOS JUDICIALES,Cerrado,01/09/2016,15/04/2019,Medio Alto,3.15,,CUENTAS Y PLAZO FIJO,
AST100098,RECUPERO DE DEUDAS,Cerrado,01/05/2017,25/10/2018,Medio Bajo,2.9,,TARJETAS,
AST100097,ANALISIS CREDITICIO,Cerrado,01/08/2017,15/08/2018,Medio Bajo,2.9,,SISTEMA DE GESTION INTERNA,
AST100096,ANALISIS CREDITICIO,Cerrado,01/10/2017,09/03/2018,Medio Bajo,2.9,,SISTEMA DE GESTION INTERNA,
AST100095,SOPORTE DEL NEGOCIO,Prueba,01/03/2017,,Medio Alto,3.01,S,ATM / IB / BE,
AST100094,PRODUCTOS,Cancelado,01/09/2017,26/06/2019,Medio Bajo,2.93,L,ATM / IB / BE,
AST100093,BANCA AGROPECUARIA,Cancelado,01/09/2017,27/08/2019,Medio Alto,3.05,L,TARJETAS,
AST100092,PRODUCTOS,Cancelado,01/10/2017,28/03/2019,Medio Bajo,2.87,,PRESTAMOS,
AST100091,SOPORTE DEL NEGOCIO,Desarrollo,01/03/2017,,Medio Alto,3.07,XL,MEDIOS DE PAGOS,
AST100090,SOPORTE DEL NEGOCIO,Cerrado,01/09/2017,09/04/2018,Medio Alto,3.11,M,PAGOS Y SERVICIOS,
AST100089,CONTADURIA,Cerrado,01/10/2017,,Medio Alto,3.12,M,CAPITALES MINIMOS,
AST100088,SOPORTE DEL NEGOCIO,Prueba,01/04/2017,,Medio Alto,3.14,XS,BIP CANAL,
AST100087,MERCADO DE CAPITALES,Asignado,01/01/2017,,Medio Alto,3.07,XL,TITULOS,
AST100086,PROCESOS Y ORGANIZACION,Cerrado,01/09/2017,,Medio Alto,3.21,XL,BIP SUCURSALES,
AST100085,PROCESOS Y ORGANIZACION,Cerrado,01/12/2017,23/05/2018,Medio Alto,3.21,M,SUCURSALES BACK END,
AST100084,MERCADO DE CAPITALES,En Redefinicion,01/09/2017,,Medio Alto,3.23,XL,PRESTAMOS,
AST100083,PROTECCION DE ACTIVOS DE INFORMACION,Asignado,01/10/2017,,Medio Alto,3.41,S,BIP SUCURSALES,
AST100082,PROCESOS Y ORGANIZACION,Asignado,01/11/2017,,Medio Alto,3.23,XL,TARJETAS AGIL,
AST100081,PRODUCTOS,Cerrado,01/06/2017,27/05/2019,Medio Alto,3.21,L,COORDINACION TRANSVERSALES,
AST100080,PRODUCTOS,Cancelado,01/10/2017,29/04/2019,Medio Alto,3.31,M,ATM / IB / BE,
AST100079,SOPORTE DEL NEGOCIO,Prueba,01/06/2017,,Medio Alto,3.32,S,BIP CANAL,
AST100078,PRODUCTOS,Cerrado,01/12/2016,06/05/2019,Medio Alto,3.34,M,PRESTAMOS,
AST100077,CONTADURIA,Cerrado,01/08/2017,21/02/2018,Medio Alto,3.34,,CAPRI,
AST100076,BANCA CORPORATIVA,Cancelado,01/01/2017,11/07/2019,Medio Alto,3.37,M,CUENTAS Y PLAZO FIJO,
AST100075,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,01/10/2017,01/04/2019,Medio Alto,3.19,M,PREVENCION LAVADO DE ACTIVOS,
AST100074,PROCESOS Y ORGANIZACION,En Redefinicion,01/11/2017,,Medio Alto,3.37,L,SUCURSALES BACK END,
AST100073,PRODUCTOS,Desarrollo,01/12/2016,,Medio Alto,3.33,XL,INTRANET,
AST100072,PRODUCTOS,Desarrollo,01/12/2016,,Medio Alto,3.33,XL,INTRANET,
AST100071,MARKETING,En Redefinicion,01/09/2016,,Medio Alto,3.42,S,SISTEMA DE GESTION INTERNA,
AST100070,PRODUCTOS,Cerrado,01/04/2017,14/09/2018,Medio Alto,3.43,L,BIP CANAL,
AST100069,SEGMENTOS,Asignado,01/10/2017,,Medio Alto,3.45,XL,PAQUETES,
AST100068,PROCESOS Y ORGANIZACION,Cerrado,01/10/2017,18/01/2018,Medio Alto,3.42,,BIP CANAL,
AST100067,BANCA HIPOTECARIA,Cerrado,01/04/2017,08/04/2019,Medio Alto,3.5,L,INTRANET,
AST100066,PROCESOS Y ORGANIZACION,Desarrollo,01/11/2017,,Medio Alto,3.5,XL,INTRANET,
AST100065,PROCESOS Y ORGANIZACION,Asignado,01/11/2017,,Medio Alto,3.5,XL,BIP SUCURSALES,19/09/2019
AST100064,NEGOCIOS FINANCIEROS,Asignado,01/07/2015,,Medio Alto,3.78,L,OPERACIONES FINANCIERAS,
AST100063,MERCADO DE CAPITALES,Asignado,01/09/2017,,Medio Alto,3.79,M,TITULOS,
AST100062,SOPORTE DEL NEGOCIO,Cerrado,01/09/2017,15/03/2018,Medio Alto,3.52,S,INTRANET,
AST100061,MERCADO DE CAPITALES,Desarrollo,01/09/2016,,Medio Alto,3.8,M,TITULOS,
AST100060,ANALISIS CREDITICIO,Cerrado,01/08/2017,27/03/2018,Medio Alto,3.54,,SISTEMA DE GESTION INTERNA,
AST100059,ANALISIS CREDITICIO,Cerrado,01/10/2017,26/04/2018,Medio Alto,3.54,M,SISTEMA DE GESTION INTERNA,
AST100058,SOPORTE DEL NEGOCIO,Cerrado,01/11/2017,27/04/2018,Medio Alto,3.64,L,PAGOS Y SERVICIOS,
AST100057,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,01/10/2017,03/06/2019,Medio Alto,3.49,S,PREVENCION LAVADO DE ACTIVOS,
AST100056,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,01/10/2017,20/11/2018,Medio Alto,3.49,L,PREVENCION LAVADO DE ACTIVOS,
AST100055,PREVENCION DEL LAVADO DE ACTIVOS,Desarrollo,01/10/2017,,Medio Alto,3.51,XS,PREVENCION LAVADO DE ACTIVOS,
AST100054,ANALISIS CREDITICIO,Prueba,01/06/2017,,Medio Alto,3.7,M,SCORING,
AST100053,PRODUCTOS,Cancelado,01/01/2015,12/04/2019,Medio Alto,3.9,M,PRESTAMOS,
AST100052,PRODUCTOS,Cerrado,01/11/2016,02/10/2018,Medio Alto,3.66,M,PRESTAMOS,
AST100051,PROCESOS Y ORGANIZACION,Prueba,01/05/2017,,Medio Alto,3.84,XL,BIP CANAL,
AST100050,PRODUCTOS,Cancelado,01/09/2016,26/06/2019,Medio Alto,3.77,M,BIP CANAL,
AST100049,SOPORTE DEL NEGOCIO,Asignado,01/05/2017,,Medio Alto,3.89,L,ADHESION DE COMERCIOS,
AST100048,PRODUCTOS,Desarrollo,01/12/2016,,Medio Alto,3.91,XL,INTRANET,
AST100047,PRODUCTOS,Prueba,01/06/2016,,Medio Alto,3.96,L,TARJETAS,
AST100046,PROCESOS Y ORGANIZACION,Cancelado,01/12/2017,24/04/2019,Medio Alto,4.14,XL,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100045,PROCESOS Y ORGANIZACION,Desarrollo,01/02/2017,,Medio Alto,3.79,XL,SUCURSALES BACK END,
AST100044,ANALISIS CREDITICIO,Cerrado,01/11/2017,08/05/2018,Medio Alto,3.99,S,SISTEMA DE GESTION INTERNA,
AST100043,PRODUCTOS,Cerrado,01/07/2017,26/06/2018,Medio Alto,3.92,XS,BIP CANAL,
AST100042,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,01/01/2017,25/03/2019,Medio Alto,4.07,XL,BIP CANAL,
AST100041,PROCESOS Y ORGANIZACION,Asignado,01/11/2017,,Medio Alto,4.01,XL,BIP SUCURSALES,
AST100040,PRODUCTOS,Cancelado,01/11/2016,23/08/2019,Medio Alto,4.03,L,PRESTAMOS,
AST100039,PROCESOS Y ORGANIZACION,Cerrado,01/12/2017,,Medio Alto,4.15,S,PAQUETES,
AST100038,ANALISIS CREDITICIO,Desarrollo,01/09/2016,,Medio Alto,4.16,L,SCORING,
AST100037,CANALES,Cancelado,01/02/2017,15/08/2019,Medio Alto,4.08,L,BIP CANAL,
AST100036,CANALES,Asignado,01/02/2017,,Medio Alto,4.08,L,BIP CANAL,
AST100035,CANALES,Asignado,01/02/2017,,Medio Alto,4.08,L,BIP CANAL,
AST100034,CANALES,Cerrado,01/08/2017,,Medio Alto,4.08,L,TARJETAS,
AST100033,RED COMERCIAL,Cerrado,01/10/2017,12/07/2019,Medio Alto,4.17,M,BIP SUCURSALES,
AST100032,SOPORTE DEL NEGOCIO,Cerrado,01/06/2017,14/11/2018,Medio Alto,4.1,XL,INTRANET,
AST100031,PRODUCTOS,Prueba,01/06/2017,,Medio Alto,4.12,S,PRESTAMOS,
AST100030,RED COMERCIAL,Cancelado,01/11/2017,10/09/2019,Medio Alto,4.25,M,TURNERO,10/09/2019
AST100029,ANALISIS CREDITICIO,Cerrado,01/10/2017,26/12/2018,Medio Alto,4.08,M,INTRANET,
AST100028,SEGMENTOS,Cerrado,01/09/2017,24/01/2019,Medio Alto,4.41,L,BIP CANAL,
AST100027,CANALES,Cerrado,01/02/2017,20/08/2019,Medio Alto,4.33,M,INTRANET,
AST100026,PROCESOS Y ORGANIZACION,Cerrado,01/11/2017,19/07/2018,Medio Alto,4.33,XL,TARJETAS,
AST100025,PRODUCTOS,Cerrado,01/10/2017,03/09/2018,Medio Alto,4.36,,COORDINACION TRANSVERSALES,
AST100024,PROCESOS Y ORGANIZACION,Asignado,01/03/2017,,Medio Alto,4.45,XL,REMEDIACION DE DATOS,22/08/2019
AST100023,RECUPERO DE DEUDAS,Desarrollo,01/08/2017,,Medio Alto,4.54,L,PRESTAMOS,
AST100022,PROTECCION DE ACTIVOS DE INFORMACION,Asignado,01/06/2017,,Medio Alto,4.83,L,BIP CANAL,
AST100021,SOPORTE DEL NEGOCIO,Cerrado,01/07/2017,20/03/2018,Medio Alto,4.65,S,TARJETAS,
AST100020,RED COMERCIAL,Cerrado,01/11/2017,02/10/2018,Medio Alto,4.7,XL,BIP CANAL,
AST100019,BANCA HIPOTECARIA,Cancelado,01/05/2017,16/10/2018,Medio Alto,4.62,L,INTRANET,
AST100018,ANALISIS CREDITICIO,Cerrado,01/09/2017,15/08/2018,Medio Alto,4.73,XL,SISTEMA DE GESTION INTERNA,
AST100017,SOPORTE DEL NEGOCIO,Asignado,01/03/2016,,Medio Alto,4.72,L,COBRANZAS,
AST100016,SOPORTE DEL NEGOCIO,Prueba,01/06/2017,,Medio Alto,4.74,XL,INTRANET,
AST100015,PRODUCTOS,Cerrado,01/10/2017,13/11/2018,Medio Alto,4.86,M,TARJETAS,
AST100014,CANALES,Cancelado,01/08/2017,18/10/2018,Alto,5.02,,PAGOS Y SERVICIOS,
AST100013,CANALES,Desarrollo,01/09/2017,,Medio Alto,5,,CRM,
AST100012,SOPORTE DEL NEGOCIO,Cerrado,01/03/2017,05/09/2019,Alto,5.1,M,TARJETAS,
AST100011,PROCESOS Y ORGANIZACION,Cancelado,01/07/2017,12/10/2018,Alto,5.09,,BIP SUCURSALES,
AST100010,RECUPERO DE DEUDAS,Cerrado,01/07/2017,12/12/2018,Alto,5.12,,TARJETAS,
AST100009,SEGMENTOS,Desarrollo,01/08/2017,,Alto,5.21,,PAQUETES,
AST100008,PROCESOS Y ORGANIZACION,Desarrollo,01/11/2017,,Alto,5.13,XL,TARJETAS AGIL,
AST100007,SOPORTE DEL NEGOCIO,En Redefinicion,01/10/2017,,Alto,5.4,,CRM,
AST100006,GESTION DE LAS PERSONAS,Cancelado,01/08/2017,21/03/2019,Alto,5.44,,META 4,
AST100005,PRODUCTOS,Cerrado,01/05/2017,04/10/2018,Alto,5.75,,COORDINACION TRANSVERSALES,
AST100004,RECUPERO DE DEUDAS,Cerrado,01/08/2017,27/06/2019,Alto,5.8,,INFRAESTRUCTURA Y SERVICIOS,
AST100003,PRODUCTOS,Prueba,01/10/2017,,Alto,6.34,L,TARJETAS AGIL,
AST100002,TRANSFORMACION DIGITAL E INNOVACION,Desarrollo,01/12/2016,,Alto,6.6,,PAQUETES,
AST100001,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,01/11/2017,,Alto,7.4,,BIP CANAL,
AST000016,PRODUCTOS,Prueba,26/01/2018,,Medio Bajo,2.24,,BIP CANAL,
AST000015,BANCA INSTITUCIONAL,Cancelado,25/07/2018,21/01/2019,No Ponderado,0,,INFRAESTRUCTURA Y SERVICIOS,
AST000014,SOPORTE DEL NEGOCIO,Prueba,22/05/2017,,No Ponderado,0,S,ATM / IB / BE,
AST000013,BANCA INSTITUCIONAL,Cancelado,30/11/2017,21/06/2019,No Ponderado,0,S,PAGOS Y SERVICIOS,
AST000012,CONTADURIA,Prueba,17/06/2013,,Medio Bajo,2.48,L,SISTEMA DE GESTION INTERNA,
AST000011,RECUPERO DE DEUDAS,Asignado,20/05/2016,,No Ponderado,0,,MORA EMERIX,
AST000010,RECUPERO DE DEUDAS,Cancelado,17/12/2015,09/08/2019,No Ponderado,0,,MORA EMERIX,
AST000009,RECUPERO DE DEUDAS,Cancelado,21/04/2017,09/08/2019,No Ponderado,0,,MORA EMERIX,
AST000008,RECUPERO DE DEUDAS,Asignado,18/12/2015,,No Ponderado,0,,MORA EMERIX,
AST000007,RECUPERO DE DEUDAS,Desarrollo,17/05/2017,,No Ponderado,0,,MORA EMERIX,
AST000006,RECUPERO DE DEUDAS,Cerrado,17/10/2017,23/08/2018,No Ponderado,0,,MORA EMERIX,
AST000005,RECUPERO DE DEUDAS,Cerrado,28/08/2017,03/09/2018,No Ponderado,0,,MORA EMERIX,
AST000004,SOPORTE DEL NEGOCIO,Cancelado,10/08/2016,09/09/2019,Bajo,1.04,L,TARJETAS,
AST000003,CANALES,Cancelado,05/08/2019,05/08/2019,Muy Bajo,0,,PAGOS Y SERVICIOS,
,PROCESOS Y ORGANIZACION,Cancelado,,29/08/2018,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,29/08/2018,No Ponderado,0,,,
,,Cancelado,,29/08/2018,No Ponderado,0,,,
,CANALES,Cancelado,,29/08/2018,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,29/08/2018,No Ponderado,0,,,
,MERCADO DE CAPITALES,Borrador,,,No Ponderado,0,,,
,PRODUCTOS,Borrador,,,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,29/08/2018,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,29/08/2018,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,29/08/2018,No Ponderado,0,,,
,MERCADO DE CAPITALES,Borrador,,,No Ponderado,0,,,
,SOPORTE DEL NEGOCIO,Cancelado,,12/06/2019,No Ponderado,0,,,
,MERCADO DE CAPITALES,Cancelado,,29/08/2018,No Ponderado,0,,,
,ASUNTOS JUDICIALES,Para Autorizar,,,No Ponderado,0,,,
,ASUNTOS JUDICIALES,Cancelado,,29/08/2018,No Ponderado,0,,,
,PRODUCTOS,Borrador,,,No Ponderado,0,,,
,PRODUCTOS EMPRESAS,Cancelado,,29/08/2018,No Ponderado,0,,,
,ASUNTOS JUDICIALES,Cancelado,,29/08/2018,No Ponderado,0,,,
,CANALES,Cancelado,,29/08/2018,No Ponderado,0,,,
,,Borrador,,,No Ponderado,0,,,
,MERCADO DE CAPITALES,Cancelado,,29/08/2018,No Ponderado,0,,,
,PRODUCTOS,Cancelado,,29/08/2018,No Ponderado,0,,,
,SEGMENTOS,Borrador,,,No Ponderado,0,,,
,BANCA AGROPECUARIA,Para Autorizar,,,No Ponderado,0,,,
,CONTADURIA,Cancelado,,29/08/2018,No Ponderado,0,,,
,RED COMERCIAL,Borrador,,,No Ponderado,0,,,
,ASUNTOS JUDICIALES,Para Autorizar,,,No Ponderado,0,,,
,,Cancelado,,29/08/2018,No Ponderado,0,,,
,,Para Autorizar,,,No Ponderado,0,,,
,,Para Autorizar,,,No Ponderado,0,,,
,,Cancelado,,29/08/2018,No Ponderado,0,,,
,,Borrador,,,No Ponderado,0,,,
,,Para Autorizar,,,No Ponderado,0,,,
,,Para Autorizar,,,No Ponderado,0,,,
,BANCA AGROPECUARIA,Borrador,,,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,29/04/2019,No Ponderado,0,,,
,PROCESOS Y ORGANIZACION,Cancelado,,12/06/2019,No Ponderado,0,,,
,BANCA INSTITUCIONAL,Borrador,,,No Ponderado,0,,,
,BANCA INSTITUCIONAL,Borrador,,,No Ponderado,0,,,
,MARKETING,Borrador,,,No Ponderado,0,,,
,PREVENCION DEL LAVADO DE ACTIVOS,Cancelado,,28/05/2019,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Borrador,,,No Ponderado,0,,,
,PRODUCTOS,Para Autorizar,,,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,28/03/2019,No Ponderado,0,,,
,SOPORTE DEL NEGOCIO,Cancelado,,29/03/2019,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,11/04/2019,No Ponderado,0,,,
,BANCA AGROPECUARIA,Para Autorizar,,,No Ponderado,0,,,
,BANCA AGROPECUARIA,Para Autorizar,,,No Ponderado,0,,,
,UNIDAD DE AUDITORIA INTERNA,Borrador,,,No Ponderado,0,,,
,UNIDAD DE AUDITORIA INTERNA,Para Autorizar,,,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,16/05/2019,No Ponderado,0,,,
,PRODUCTOS,Cancelado,,24/04/2019,No Ponderado,0,,,
,RECUPERO DE DEUDAS,Cancelado,,16/05/2019,No Ponderado,0,,,
,RED COMERCIAL,Para Autorizar,,,No Ponderado,0,,,
,RED COMERCIAL,Para Autorizar,,,No Ponderado,0,,,
,RED COMERCIAL,Cancelado,,08/05/2019,No Ponderado,0,,,
,RED COMERCIAL,Cancelado,,08/05/2019,No Ponderado,0,,,
,PRODUCTOS,Cancelado,,16/05/2019,No Ponderado,0,,,
,PROCESOS Y ORGANIZACION,Borrador,,,No Ponderado,0,,,
,PROCESOS Y ORGANIZACION,Para Autorizar,,,No Ponderado,0,,,
,PROCESOS Y ORGANIZACION,Para Autorizar,,,No Ponderado,0,,,
,SOPORTE DEL NEGOCIO,Para Autorizar,,,No Ponderado,0,,,
,PROCESOS Y ORGANIZACION,Cancelado,,12/06/2019,No Ponderado,0,,,
,PROCESOS Y ORGANIZACION,Borrador,,,No Ponderado,0,,,
,BANCA HIPOTECARIA,Para Autorizar,,,Medio Alto,4.42,,,
,CONTADURIA,Cancelado,,10/06/2019,Bajo,1.46,,,
,TESORERIA GENERAL,Para Autorizar,,,Bajo,1.47,,,
,PROCESOS Y ORGANIZACION,Borrador,,,No Ponderado,0,,,
,CONTADURIA,Borrador,,,Muy Bajo,0.24,,,
,PROCESOS Y ORGANIZACION,Cancelado,,14/06/2019,Medio Alto,3.5,,,
,PROCESOS Y ORGANIZACION,Cancelado,,14/06/2019,Medio Alto,3.5,,,
,PROCESOS Y ORGANIZACION,Cancelado,,14/06/2019,Medio Alto,3.5,,,
,PRODUCTOS,Cancelado,,12/06/2019,Muy Bajo,0.5,,,
,SOPORTE DEL NEGOCIO,Cancelado,,02/10/2019,No Ponderado,0,,,
,GESTION DE LAS PERSONAS,Borrador,,,No Ponderado,0,,,
,BANCA INSTITUCIONAL,Borrador,,,No Ponderado,0,,,
,SOPORTE DEL NEGOCIO,Cancelado,,02/10/2019,Muy Bajo,0.4,,,
,CONTADURIA,Cancelado,,18/07/2019,Medio Bajo,1.7,,,
,SOPORTE DEL NEGOCIO,Borrador,,,Medio Alto,3.33,,,
,PROCESOS Y ORGANIZACION,Borrador,,,No Ponderado,0,,,
,SOPORTE DEL NEGOCIO,Para Autorizar,,,Medio Bajo,2.12,,,
,MERCADO DE CAPITALES,Borrador,,,Medio Alto,3.98,,,
